iter	Passed	Remaining
1666	22020	11003
1667	22030	10988
1668	22039	10973
1669	22049	10958
1670	22076	10952
1671	22088	10938
1672	22094	10921
1673	22107	10908
1674	22121	10895
1675	22140	10885
1676	22146	10868
1677	22162	10856
1678	22168	10840
1679	22179	10825
1680	22202	10817
1681	22214	10803
1682	22222	10787
1683	22232	10772
1684	22244	10759
1685	22264	10749
1686	22271	10733
1687	22287	10721
1688	22294	10704
1689	22309	10692
1690	22334	10685
1691	22342	10669
1692	22351	10654
1693	22362	10639
1694	22371	10624
1695	22394	10616
1696	22406	10602
1697	22418	10588
1698	22428	10574
1699	22438	10559
1700	22465	10552
1701	22479	10539
1702	22493	10526
1703	22500	10510
1704	22512	10496
1705	22532	10487
1706	22546	10474
1707	22558	10460
1708	22565	10444
1709	22579	10431
1710	22601	10422
1711	22616	10409
1712	22627	10395
1713	22635	10380
1714	22648	10366
1715	22667	10356
1716	22673	10339
1717	22689	10327
1718	22694	10310
1719	22704	10296
1720	22728	10288
1721	22739	10273
1722	22751	10260
1723	22762	10245
1724	22769	10229
1725	22792	10221
1726	22802	10206
1727	22812	10191
1728	22822	10177
1729	22833	10162
1730	22858	10154
1731	22870	10141
1732	22883	10127
1733	22896	10114
1734	22904	10099
1735	22926	10089
1736	22933	10073
1737	22948	10061
1738	22955	10045
1739	22967	10031
1740	22991	10023
1741	23005	10010
1742	23012	9994
1743	23021	9979
1744	23031	9964
1745	23053	9955
1746	23058	9938
1747	23069	9924
1748	23083	9911
1749	23095	9897
1750	23118	9889
1751	23124	9872
1752	23135	9858
1753	23148	9845
1754	23157	9830
1755	23180	9821
1756	23188	9805
1757	23200	9792
1758	23213	9779
1759	23223	9764
1760	23248	9756
1761	23257	9741
1762	23267	9726
1763	23280	9713
1764	23293	9700
1765	23313	9689
1766	23321	9674
1767	23331	9659
1768	23344	9646
1769	23356	9632
1770	23381	9624
1771	23389	9609
1772	23398	9594
1773	23413	9581
1774	23425	9568
1775	23450	9559
1776	23458	9544
1777	23471	9531
1778	23484	9517
1779	23490	9501
1780	23517	9494
1781	23530	9480
1782	23539	9466
1783	23554	9453
1784	23560	9437
1785	23591	9431
1786	23603	9417
1787	23615	9403
1788	23624	9388
1789	23632	9373
1790	23659	9365
1791	23672	9352
1792	23679	9337
1793	23691	9323
1794	23708	9311
1795	23729	9301
1796	23737	9286
1797	23748	9272
1798	23762	9259
1799	23769	9243
1800	23793	9234
1801	23801	9219
1802	23811	9205
1803	23826	9192
1804	23833	9176
1805	23856	9167
1806	23870	9154
1807	23883	9141
1808	23890	9125
1809	23899	9111
1810	23923	9101
1811	23931	9086
1812	23942	9072
1813	23950	9057
1814	23960	9043
1815	23985	9034
1816	23992	9018
1817	24004	9004
1818	24016	8991
1819	24025	8976
1820	24052	8968
1821	24058	8952
1822	24070	8938
1823	24076	8923
1824	24092	8911
1825	24118	8902
1826	24130	8888
1827	24141	8874
1828	24148	8859
1829	24158	8844
1830	24183	8835
1831	24193	8821
1832	24201	8806
1833	24211	8792
1834	24220	8777
1835	24247	8769
1836	24257	8754
1837	24267	8740
1838	24281	8727
1839	24292	8713
1840	24315	8703
1841	24325	8689
1842	24334	8674
1843	24349	8662
1844	24357	8647
1845	24381	8638
1846	24393	8624
1847	24404	8610
1848	24412	8595
1849	24422	8580
1850	24446	8571
1851	24457	8557
1852	24467	8543
1853	24478	8529
1854	24491	8515
1855	24514	8506
1856	24523	8491
1857	24533	8477
1858	24543	8462
1859	24554	8448
1860	24578	8439
1861	24586	8424
1862	24597	8410
1863	24606	8395
1864	24616	8381
1865	24640	8371
1866	24646	8356
1867	24658	8342
1868	24667	8327
1869	24676	8313
1870	24700	8303
1871	24707	8288
1872	24717	8274
1873	24726	8259
1874	24735	8245
1875	24762	8236
1876	24773	8222
1877	24780	8207
1878	24795	8194
1879	24803	8179
1880	24824	8169
1881	24834	8154
1882	24845	8141
1883	24855	8126
1884	24864	8112
1885	24888	8102
1886	24897	8088
1887	24910	8074
1888	24922	8061
1889	24929	8046
1890	24956	8037
1891	24961	8021
1892	24972	8007
1893	24981	7993
1894	24991	7978
1895	25014	7968
1896	25020	7953
1897	25032	7939
1898	25041	7925
1899	25051	7910
1900	25074	7900
1901	25085	7886
1902	25092	7871
1903	25103	7857
1904	25112	7843
1905	25138	7834
1906	25147	7819
1907	25158	7805
1908	25170	7792
1909	25179	7778
1910	25201	7767
1911	25210	7752
1912	25220	7738
1913	25232	7725
1914	25242	7711
1915	25266	7701
1916	25274	7686
1917	25283	7671
1918	25293	7658
1919	25302	7643
1920	25328	7634
1921	25338	7620
1922	25349	7606
1923	25357	7591
1924	25367	7577
1925	25394	7568
1926	25402	7553
1927	25410	7538
1928	25419	7524
1929	25430	7510
1930	25453	7500
1931	25462	7485
1932	25473	7471
1933	25481	7457
1934	25493	7443
1935	25516	7433
1936	25523	7418
1937	25536	7405
1938	25545	7390
1939	25556	7377
1940	25579	7366
1941	25587	7352
1942	25596	7337
1943	25610	7324
1944	25618	7310
1945	25639	7299
1946	25646	7284
1947	25657	7270
1948	25668	7256
1949	25679	7242
1950	25705	7233
1951	25713	7218
1952	25724	7204
1953	25735	7191
1954	25748	7178
1955	25770	7167
1956	25776	7152
1957	25788	7138
1958	25796	7123
1959	25806	7109
1960	25828	7099
1961	25836	7084
1962	25847	7070
1963	25858	7057
1964	25866	7042
1965	25891	7032
1966	25900	7018
1967	25913	7004
1968	25921	6990
1969	25930	6976
1970	25955	6966
1971	25961	6951
1972	25972	6937
1973	25987	6924
1974	25994	6909
1975	26021	6900
1976	26029	6886
1977	26042	6872
1978	26055	6859
1979	26065	6845
1980	26090	6835
1981	26097	6820
1982	26113	6808
1983	26118	6793
1984	26132	6779
1985	26153	6768
1986	26167	6755
1987	26178	6742
1988	26185	6727
1989	26195	6713
1990	26218	6702
1991	26231	6689
1992	26242	6675
1993	26250	6661
1994	26263	6648
1995	26284	6637
1996	26294	6623
1997	26305	6609
1998	26314	6595
1999	26324	6581
2000	26347	6570
2001	26357	6556
2002	26367	6542
2003	26376	6528
2004	26385	6514
2005	26407	6503
2006	26421	6490
2007	26429	6475
2008	26438	6461
2009	26452	6448
2010	26476	6438
2011	26485	6423
2012	26494	6409
2013	26508	6396
2014	26516	6382
2015	26538	6371
2016	26555	6358
2017	26563	6344
2018	26574	6331
2019	26584	6317
2020	26606	6306
2021	26613	6291
2022	26623	6277
2023	26633	6263
2024	26643	6249
2025	26666	6238
2026	26672	6224
2027	26684	6210
2028	26694	6196
2029	26704	6182
2030	26730	6172
2031	26737	6157
2032	26747	6144
2033	26763	6131
2034	26769	6116
2035	26791	6105
2036	26797	6090
2037	26809	6077
2038	26820	6063
2039	26828	6049
2040	26849	6038
2041	26855	6023
2042	26865	6009
2043	26874	5995
2044	26886	5981
2045	26908	5970
2046	26915	5956
2047	26928	5943
2048	26938	5929
2049	26948	5915
2050	26972	5904
2051	26982	5890
2052	26991	5876
2053	27002	5863
2054	27013	5849
2055	27035	5838
2056	27042	5823
2057	27056	5810
2058	27063	5796
2059	27073	5782
2060	27096	5771
2061	27103	5757
2062	27115	5743
2063	27125	5730
2064	27138	5716
2065	27159	5705
2066	27165	5690
2067	27178	5677
2068	27187	5663
2069	27195	5649
2070	27218	5638
2071	27225	5623
2072	27234	5609
2073	27245	5596
2074	27257	5582
2075	27277	5571
2076	27289	5557
2077	27296	5543
2078	27306	5529
2079	27320	5516
2080	27341	5505
2081	27348	5490
2082	27359	5477
2083	27370	5463
2084	27380	5449
2085	27404	5438
2086	27418	5425
2087	27426	5411
2088	27435	5397
2089	27445	5384
2090	27467	5372
2091	27474	5358
2092	27486	5345
2093	27496	5331
2094	27506	5317
2095	27530	5306
2096	27536	5291
2097	27549	5278
2098	27556	5264
2099	27567	5250
2100	27596	5240
2101	27602	5226
2102	27614	5212
2103	27623	5199
2104	27633	5185
2105	27656	5174
2106	27667	5160
2107	27679	5147
2108	27688	5133
2109	27698	5119
2110	27722	5108
2111	27733	5094
2112	27743	5081
2113	27754	5067
2114	27768	5054
2115	27790	5043
2116	27797	5028
2117	27813	5016
2118	27819	5002
2119	27829	4988
2120	27853	4977
2121	27863	4963
2122	27876	4950
2123	27890	4937
2124	27899	4923
2125	27920	4911
2126	27933	4898
2127	27941	4884
2128	27951	4870
2129	27962	4857
2130	27984	4845
2131	27994	4832
2132	28003	4818
2133	28012	4804
2134	28024	4790
2135	28047	4779
2136	28057	4766
2137	28070	4752
2138	28077	4738
2139	28092	4725
2140	28116	4714
2141	28128	4701
2142	28138	4687
2143	28146	4673
2144	28161	4660
2145	28188	4649
2146	28199	4636
2147	28207	4622
2148	28218	4608
2149	28227	4595
2150	28257	4584
2151	28264	4570
2152	28274	4557
2153	28284	4543
2154	28298	4530
2155	28323	4519
2156	28336	4505
2157	28348	4492
2158	28357	4478
2159	28367	4465
2160	28392	4454
2161	28400	4439
2162	28409	4426
2163	28421	4412
2164	28431	4399
2165	28459	4388
2166	28470	4375
2167	28482	4361
2168	28495	4348
2169	28501	4334
2170	28525	4322
2171	28537	4309
2172	28545	4295
2173	28556	4282
2174	28569	4268
2175	28589	4256
2176	28597	4242
2177	28607	4229
2178	28615	4215
2179	28629	4202
2180	28647	4190
2181	28655	4176
2182	28665	4162
2183	28674	4148
2184	28687	4135
2185	28710	4123
2186	28722	4110
2187	28729	4096
2188	28740	4083
2189	28754	4070
2190	28777	4058
2191	28788	4045
2192	28798	4031
2193	28808	4017
2194	28819	4004
2195	28843	3992
2196	28852	3979
2197	28864	3965
2198	28872	3952
2199	28884	3938
2200	28904	3926
2201	28911	3912
2202	28921	3899
2203	28933	3885
2204	28944	3872
2205	28968	3860
2206	28980	3847
2207	28986	3833
2208	28998	3820
2209	29006	3806
2210	29031	3794
2211	29038	3780
2212	29052	3767
2213	29058	3753
2214	29067	3740
2215	29092	3728
2216	29101	3714
2217	29110	3701
2218	29119	3687
2219	29132	3674
2220	29156	3662
2221	29163	3648
2222	29177	3635
2223	29183	3621
2224	29197	3608
2225	29219	3596
2226	29229	3583
2227	29242	3570
2228	29250	3556
2229	29260	3542
2230	29285	3531
2231	29295	3517
2232	29304	3503
2233	29319	3491
2234	29328	3477
2235	29355	3465
2236	29362	3452
2237	29373	3438
2238	29382	3425
2239	29391	3411
2240	29414	3399
2241	29422	3385
2242	29433	3372
2243	29442	3358
2244	29452	3345
2245	29476	3333
2246	29484	3319
2247	29493	3306
2248	29503	3292
2249	29512	3279
2250	29537	3267
2251	29544	3253
2252	29555	3240
2253	29565	3226
2254	29574	3213
2255	29596	3201
2256	29603	3187
2257	29617	3174
2258	29625	3160
2259	29635	3147
2260	29660	3135
2261	29668	3121
2262	29681	3108
2263	29690	3094
2264	29700	3081
2265	29724	3069
2266	29732	3055
2267	29744	3042
2268	29753	3029
2269	29763	3015
2270	29785	3003
2271	29795	2990
2272	29806	2976
2273	29820	2963
2274	29828	2950
2275	29854	2938
2276	29864	2924
2277	29874	2911
2278	29883	2897
2279	29895	2884
2280	29922	2872
2281	29934	2859
2282	29946	2846
2283	29958	2833
2284	29964	2819
2285	29996	2808
2286	30005	2794
2287	30019	2781
2288	30026	2767
2289	30040	2754
2290	30064	2742
2291	30077	2729
2292	30089	2716
2293	30096	2702
2294	30108	2689
2295	30136	2677
2296	30144	2664
2297	30157	2650
2298	30169	2637
2299	30180	2624
2300	30203	2612
2301	30212	2598
2302	30222	2585
2303	30232	2571
2304	30244	2558
2305	30267	2546
2306	30274	2532
2307	30284	2519
2308	30294	2505
2309	30303	2492
2310	30333	2480
2311	30346	2467
2312	30358	2454
2313	30363	2440
2314	30374	2427
2315	30397	2415
2316	30410	2401
2317	30418	2388
2318	30427	2374
2319	30437	2361
2320	30463	2349
2321	30472	2335
2322	30482	2322
2323	30494	2309
2324	30505	2296
2325	30528	2283
2326	30540	2270
2327	30548	2257
2328	30561	2243
2329	30574	2230
2330	30593	2218
2331	30601	2204
2332	30614	2191
2333	30626	2178
2334	30633	2164
2335	30656	2152
2336	30663	2138
2337	30673	2125
2338	30682	2111
2339	30692	2098
2340	30713	2086
2341	30724	2072
2342	30736	2059
2343	30748	2046
2344	30756	2032
2345	30783	2020
2346	30791	2007
2347	30801	1993
2348	30810	1980
2349	30820	1967
2350	30848	1955
2351	30860	1941
2352	30866	1928
2353	30876	1915
2354	30889	1901
2355	30915	1889
2356	30922	1876
2357	30935	1862
2358	30946	1849
2359	30956	1836
2360	30979	1823
2361	30986	1810
2362	30999	1797
2363	31009	1783
2364	31016	1770
2365	31042	1758
2366	31051	1744
2367	31061	1731
2368	31071	1718
2369	31080	1704
2370	31103	1692
2371	31110	1678
2372	31122	1665
2373	31136	1652
2374	31143	1639
2375	31171	1626
2376	31178	1613
2377	31191	1600
2378	31202	1586
2379	31211	1573
2380	31238	1561
2381	31249	1548
2382	31257	1534
2383	31271	1521
2384	31278	1508
2385	31303	1495
2386	31310	1482
2387	31320	1468
2388	31330	1455
2389	31340	1442
2390	31363	1429
2391	31371	1416
2392	31382	1403
2393	31391	1389
2394	31400	1376
2395	31425	1364
2396	31432	1350
2397	31447	1337
2398	31455	1324
2399	31464	1311
2400	31486	1298
2401	31495	1285
2402	31506	1271
2403	31514	1258
2404	31526	1245
2405	31548	1232
2406	31555	1219
2407	31566	1206
2408	31576	1192
2409	31588	1179
2410	31609	1166
2411	31619	1153
2412	31629	1140
2413	31640	1127
2414	31654	1114
2415	31678	1101
2416	31684	1088
2417	31693	1074
2418	31703	1061
2419	31713	1048
2420	31738	1035
2421	31745	1022
2422	31756	1009
2423	31766	995
2424	31777	982
2425	31799	969
2426	31807	956
2427	31819	943
2428	31828	930
2429	31839	917
2430	31863	904
2431	31871	891
2432	31883	878
2433	31891	864
2434	31907	851
2435	31928	838
2436	31937	825
2437	31950	812
2438	31965	799
2439	31973	786
2440	31998	773
2441	32006	760
2442	32016	746
2443	32026	733
2444	32037	720
2445	32062	707
2446	32071	694
2447	32080	681
2448	32088	668
2449	32099	655
2450	32121	642
2451	32130	628
2452	32142	615
2453	32151	602
2454	32161	589
2455	32185	576
2456	32195	563
2457	32207	550
2458	32217	537
2459	32226	524
2460	32253	511
2461	32259	497
2462	32271	484
2463	32284	471
2464	32290	458
2465	32313	445
2466	32321	432
2467	32331	419
2468	32342	406
2469	32353	392
2470	32377	379
2471	32388	366
2472	32396	353
2473	32406	340
2474	32416	327
2475	32441	314
2476	32452	301
2477	32462	288
2478	32476	275
2479	32484	261
2480	32508	248
2481	32521	235
2482	32529	222
2483	32538	209
2484	32546	196
2485	32572	183
2486	32582	170
2487	32588	157
2488	32600	144
2489	32610	130
2490	32635	117
2491	32642	104
2492	32654	91
2493	32664	78
2494	32676	65
2495	32699	52
2496	32711	39
2497	32724	26
2498	32730	13
2499	32755	0
